date,initial_storage_af,initial_storage_maf,storage_af,storage_maf
2014-07-08,500000.0,0.5,682689.943632205,0.682689943632205
2014-07-09,500000.0,0.5,681913.2307675579,0.6819132307675578
2014-07-10,500000.0,0.5,681336.5198184561,0.6813365198184561
2014-07-11,500000.0,0.5,681304.5285617738,0.6813045285617738
2014-07-12,500000.0,0.5,680677.8755589481,0.6806778755589481
2014-07-13,500000.0,0.5,679742.4084456109,0.6797424084456108
2014-07-14,500000.0,0.5,679360.627429001,0.679360627429001
2014-07-15,500000.0,0.5,679555.7051136084,0.6795557051136084
2014-07-16,500000.0,0.5,680638.2314600515,0.6806382314600515
2014-07-17,500000.0,0.5,680512.2192737331,0.6805122192737331
2014-07-18,500000.0,0.5,679758.7786808964,0.6797587786808964
2014-07-19,500000.0,0.5,678713.548841004,0.678713548841004
2014-07-20,500000.0,0.5,677459.7739162922,0.6774597739162922
2014-07-21,500000.0,0.5,675797.3676224862,0.6757973676224862
2014-07-22,500000.0,0.5,674278.2392541873,0.6742782392541873
2014-07-23,500000.0,0.5,672978.2024546383,0.6729782024546384
2014-07-24,500000.0,0.5,670781.6467694215,0.6707816467694215
2014-07-25,500000.0,0.5,668580.4413745505,0.6685804413745504
2014-07-26,500000.0,0.5,666413.3324657632,0.6664133324657632
2014-07-27,500000.0,0.5,664707.9767716624,0.6647079767716624
2014-07-28,500000.0,0.5,662978.2904534618,0.6629782904534618
2014-07-29,500000.0,0.5,661364.690661265,0.661364690661265
2014-07-30,500000.0,0.5,659748.1242707153,0.6597481242707153
2014-07-31,500000.0,0.5,658967.0717194616,0.6589670717194616
2014-08-01,500000.0,0.5,658325.7282536881,0.6583257282536881
2014-08-02,500000.0,0.5,657392.689158968,0.6573926891589681
2014-08-03,500000.0,0.5,656699.3248877096,0.6566993248877095
2014-08-04,500000.0,0.5,656557.2675218506,0.6565572675218506
2014-08-05,500000.0,0.5,656210.1577138825,0.6562101577138825
2014-08-06,500000.0,0.5,655695.9712957905,0.6556959712957905
2014-08-07,500000.0,0.5,655390.9061325958,0.6553909061325959
2014-08-08,500000.0,0.5,654477.513818946,0.6544775138189459
2014-08-09,500000.0,0.5,653504.4492475338,0.6535044492475338
2014-08-10,500000.0,0.5,652373.4090054097,0.6523734090054097
2014-08-11,500000.0,0.5,651407.5671013448,0.6514075671013448
2014-08-12,500000.0,0.5,649893.3618635228,0.6498933618635228
2014-08-13,500000.0,0.5,648793.8428802966,0.6487938428802966
2014-08-14,500000.0,0.5,648343.0253586419,0.6483430253586419
2014-08-15,500000.0,0.5,648155.6056323725,0.6481556056323725
2014-08-16,500000.0,0.5,647333.6791710976,0.6473336791710976
2014-08-17,500000.0,0.5,646706.521417161,0.646706521417161
2014-08-18,500000.0,0.5,645111.1815542273,0.6451111815542272
2014-08-19,500000.0,0.5,643306.688617218,0.6433066886172181
2014-08-20,500000.0,0.5,641658.9916729104,0.6416589916729104
2014-08-21,500000.0,0.5,640020.9050702028,0.6400209050702028
2014-08-22,500000.0,0.5,638382.487345357,0.638382487345357
2014-08-23,500000.0,0.5,636802.7626788719,0.6368027626788718
2014-08-24,500000.0,0.5,635917.751338439,0.635917751338439
2014-08-25,500000.0,0.5,634100.8744902338,0.6341008744902339
2014-08-26,500000.0,0.5,633091.7295883119,0.6330917295883118
2014-08-27,500000.0,0.5,631853.8911389913,0.6318538911389914
2014-08-28,500000.0,0.5,630712.8939734218,0.6307128939734218
2014-08-29,500000.0,0.5,629992.8656881981,0.6299928656881981
2014-08-30,500000.0,0.5,629041.4307171217,0.6290414307171217
2014-08-31,500000.0,0.5,627307.3923867126,0.6273073923867126
2014-09-01,500000.0,0.5,625576.0523057263,0.6255760523057263
2014-09-02,500000.0,0.5,623806.7031680181,0.6238067031680181
2014-09-03,500000.0,0.5,621755.6864908553,0.6217556864908553
2014-09-04,500000.0,0.5,619468.4234235468,0.6194684234235468
2014-09-05,500000.0,0.5,617798.2382504176,0.6177982382504177
2014-09-06,500000.0,0.5,616286.5270217553,0.6162865270217553
2014-09-07,500000.0,0.5,614385.7183932317,0.6143857183932318
2014-09-08,500000.0,0.5,612600.240435987,0.612600240435987
2014-09-09,500000.0,0.5,611250.0597722556,0.6112500597722555
2014-09-10,500000.0,0.5,610702.7624729573,0.6107027624729573
2014-09-11,500000.0,0.5,610944.2983194467,0.6109442983194467
2014-09-12,500000.0,0.5,610610.8548505805,0.6106108548505804
2014-09-13,500000.0,0.5,610024.3362908487,0.6100243362908486
2014-09-14,500000.0,0.5,609287.912228104,0.609287912228104
