,Elevation (ft),Capacity (ac-ft),Area (ac)
845,5783.45,4648.86,612.99
846,5783.46,4654.99,613.14
847,5783.469999999999,4661.11,613.29
848,5783.48,4667.24,613.44
849,5783.49,4673.38,613.59
850,5783.5,4679.51,613.73
851,5783.51,4685.64,613.88
852,5783.52,4691.78,614.03
853,5783.53,4697.92,614.18
854,5783.54,4704.06,614.33
855,5783.55,4710.2,614.48
856,5783.56,4716.34,614.62
857,5783.57,4722.48,614.77
858,5783.58,4728.63,614.92
859,5783.59,4734.77,615.07
860,5783.6,4740.92,615.22
861,5783.610000000001,4747.07,615.36
862,5783.620000000001,4753.22,615.51
863,5783.63,4759.37,615.66
864,5783.64,4765.52,615.81
865,5783.650000000001,4771.68,615.96
866,5783.660000000001,4777.83,616.11
867,5783.67,4783.99,616.25
868,5783.68,4790.15,616.4
869,5783.6900000000005,4796.31,616.55
870,5783.7,4802.47,616.7
871,5783.71,4808.63,616.85
872,5783.72,4814.8,617.0
873,5783.73,4820.96,617.14
874,5783.74,4827.13,617.29
875,5783.75,4833.3,617.44
876,5783.76,4839.47,617.59
877,5783.7699999999995,4845.64,617.74
878,5783.78,4851.81,617.88
879,5783.79,4857.99,618.03
880,5783.8,4864.16,618.18
881,5783.81,4870.34,618.33
882,5783.820000000001,4876.52,618.48
883,5783.83,4882.7,618.63
884,5783.84,4888.88,618.77
885,5783.85,4895.06,618.92
886,5783.860000000001,4901.25,619.07
887,5783.87,4907.43,619.22
888,5783.88,4913.62,619.37
889,5783.89,4919.81,619.51
890,5783.9,4926.0,619.66
891,5783.91,4932.19,619.81
892,5783.92,4938.38,619.96
893,5783.929999999999,4944.57,620.11
894,5783.94,4950.77,620.26
895,5783.95,4956.97,620.4
896,5783.96,4963.16,620.55
897,5783.969999999999,4969.36,620.7
898,5783.98,4975.56,620.85
899,5783.99,4981.77,621.0
900,5784.0,4987.97,621.15
901,5784.01,4994.18,621.3
902,5784.02,5000.4,621.46
903,5784.03,5006.61,621.61
904,5784.04,5012.83,621.77
905,5784.05,5019.05,621.93
906,5784.06,5025.27,622.08
907,5784.07,5031.49,622.24
908,5784.08,5037.71,622.4
909,5784.09,5043.94,622.55
910,5784.1,5050.16,622.71
911,5784.110000000001,5056.39,622.86
912,5784.120000000001,5062.62,623.02
913,5784.13,5068.85,623.18
914,5784.14,5075.08,623.33
915,5784.150000000001,5081.32,623.49
916,5784.160000000001,5087.55,623.65
917,5784.17,5093.79,623.8
918,5784.18,5100.03,623.96
919,5784.1900000000005,5106.27,624.11
920,5784.2,5112.51,624.27
921,5784.21,5118.75,624.43
922,5784.22,5125.0,624.58
923,5784.23,5131.25,624.74
924,5784.24,5137.49,624.9
925,5784.25,5143.74,625.05
926,5784.26,5149.99,625.21
927,5784.2699999999995,5156.25,625.36
928,5784.28,5162.5,625.52
929,5784.29,5168.76,625.68
930,5784.3,5175.02,625.83
931,5784.31,5181.27,625.99
932,5784.320000000001,5187.53,626.15
933,5784.33,5193.8,626.3
934,5784.34,5200.06,626.46
935,5784.35,5206.33,626.62
936,5784.360000000001,5212.59,626.77
937,5784.37,5218.86,626.93
938,5784.38,5225.13,627.08
939,5784.39,5231.4,627.24
940,5784.4,5237.67,627.4
941,5784.41,5243.95,627.55
942,5784.42,5250.23,627.71
943,5784.429999999999,5256.5,627.87
944,5784.44,5262.78,628.02
945,5784.45,5269.06,628.18
946,5784.46,5275.35,628.33
947,5784.469999999999,5281.63,628.49
948,5784.48,5287.91,628.65
949,5784.49,5294.2,628.8
950,5784.5,5300.49,628.96
951,5784.51,5306.78,629.12
952,5784.52,5313.07,629.27
953,5784.53,5319.37,629.43
954,5784.54,5325.66,629.58
955,5784.55,5331.96,629.74
956,5784.56,5338.25,629.9
957,5784.57,5344.55,630.05
958,5784.58,5350.86,630.21
959,5784.59,5357.16,630.37
960,5784.6,5363.46,630.52
961,5784.610000000001,5369.77,630.68
962,5784.620000000001,5376.07,630.83
963,5784.63,5382.38,630.99
964,5784.64,5388.69,631.15
965,5784.650000000001,5395.01,631.3
966,5784.660000000001,5401.32,631.46
967,5784.67,5407.63,631.62
968,5784.68,5413.95,631.77
969,5784.6900000000005,5420.27,631.93
970,5784.7,5426.59,632.08
971,5784.71,5432.91,632.24
972,5784.72,5439.23,632.4
973,5784.73,5445.56,632.55
974,5784.74,5451.88,632.71
975,5784.75,5458.21,632.87
976,5784.76,5464.54,633.02
977,5784.7699999999995,5470.87,633.18
978,5784.78,5477.2,633.34
979,5784.79,5483.54,633.49
980,5784.8,5489.87,633.65
981,5784.81,5496.21,633.8
982,5784.820000000001,5502.55,633.96
983,5784.83,5508.89,634.12
984,5784.84,5515.23,634.27
985,5784.85,5521.57,634.43
986,5784.860000000001,5527.92,634.59
987,5784.87,5534.26,634.74
988,5784.88,5540.61,634.9
989,5784.89,5546.96,635.05
990,5784.9,5553.31,635.21
991,5784.91,5559.66,635.37
992,5784.92,5566.02,635.52
993,5784.929999999999,5572.37,635.68
994,5784.94,5578.73,635.84
995,5784.95,5585.09,635.99
996,5784.96,5591.45,636.15
997,5784.969999999999,5597.81,636.3
998,5784.98,5604.17,636.46
999,5784.99,5610.54,636.62
1000,5785.0,5616.91,636.77
1001,5785.01,5623.27,636.91
1002,5785.02,5629.64,637.04
1003,5785.03,5636.01,637.18
1004,5785.04,5642.39,637.31
1005,5785.05,5648.76,637.45
1006,5785.06,5655.14,637.58
1007,5785.07,5661.51,637.72
1008,5785.08,5667.89,637.86
1009,5785.09,5674.27,637.99
1010,5785.1,5680.65,638.13
1011,5785.110000000001,5687.03,638.26
1012,5785.120000000001,5693.42,638.4
1013,5785.13,5699.8,638.53
1014,5785.14,5706.19,638.67
1015,5785.150000000001,5712.58,638.8
1016,5785.160000000001,5718.96,638.94
1017,5785.17,5725.35,639.07
1018,5785.18,5731.75,639.21
1019,5785.1900000000005,5738.14,639.34
1020,5785.2,5744.53,639.48
1021,5785.21,5750.93,639.61
1022,5785.22,5757.33,639.75
1023,5785.23,5763.73,639.88
1024,5785.24,5770.13,640.02
1025,5785.25,5776.53,640.15
1026,5785.26,5782.93,640.29
1027,5785.2699999999995,5789.33,640.43
1028,5785.28,5795.74,640.56
1029,5785.29,5802.15,640.7
1030,5785.3,5808.55,640.83
1031,5785.31,5814.96,640.97
1032,5785.320000000001,5821.37,641.1
1033,5785.33,5827.79,641.24
1034,5785.34,5834.2,641.37
1035,5785.35,5840.61,641.51
1036,5785.360000000001,5847.03,641.64
1037,5785.37,5853.45,641.78
1038,5785.38,5859.87,641.91
1039,5785.39,5866.29,642.05
1040,5785.4,5872.71,642.18
1041,5785.41,5879.13,642.32
1042,5785.42,5885.56,642.45
1043,5785.429999999999,5891.98,642.59
1044,5785.44,5898.41,642.72
1045,5785.45,5904.84,642.86
1046,5785.46,5911.27,643.0
1047,5785.469999999999,5917.7,643.13
1048,5785.48,5924.13,643.27
1049,5785.49,5930.57,643.4
1050,5785.5,5937.0,643.54
1051,5785.51,5943.44,643.67
1052,5785.52,5949.88,643.81
1053,5785.53,5956.32,643.94
1054,5785.54,5962.76,644.08
1055,5785.55,5969.2,644.21
1056,5785.56,5975.64,644.35
1057,5785.57,5982.09,644.48
1058,5785.58,5988.54,644.62
1059,5785.59,5994.98,644.75
1060,5785.6,6001.43,644.89
1061,5785.610000000001,6007.88,645.02
1062,5785.620000000001,6014.34,645.16
1063,5785.63,6020.79,645.29
1064,5785.64,6027.24,645.43
1065,5785.650000000001,6033.7,645.57
1066,5785.660000000001,6040.16,645.7
1067,5785.67,6046.62,645.84
1068,5785.68,6053.08,645.97
1069,5785.6900000000005,6059.54,646.11
1070,5785.7,6066.0,646.24
1071,5785.71,6072.46,646.38
1072,5785.72,6078.93,646.51
1073,5785.73,6085.4,646.65
1074,5785.74,6091.86,646.78
1075,5785.75,6098.33,646.92
1076,5785.76,6104.81,647.05
1077,5785.7699999999995,6111.28,647.19
1078,5785.78,6117.75,647.32
1079,5785.79,6124.23,647.46
1080,5785.8,6130.7,647.59
1081,5785.81,6137.18,647.73
1082,5785.820000000001,6143.66,647.86
1083,5785.83,6150.14,648.0
1084,5785.84,6156.62,648.14
1085,5785.85,6163.11,648.27
1086,5785.860000000001,6169.59,648.41
1087,5785.87,6176.08,648.54
1088,5785.88,6182.56,648.68
1089,5785.89,6189.05,648.81
1090,5785.9,6195.54,648.95
1091,5785.91,6202.04,649.08
1092,5785.92,6208.53,649.22
1093,5785.929999999999,6215.02,649.35
1094,5785.94,6221.52,649.49
1095,5785.95,6228.02,649.62
1096,5785.96,6234.51,649.76
1097,5785.969999999999,6241.01,649.89
1098,5785.98,6247.51,650.03
1099,5785.99,6254.02,650.16
1100,5786.0,6260.52,650.3
1101,5786.01,6267.02,650.44
1102,5786.02,6273.53,650.58
1103,5786.03,6280.04,650.72
1104,5786.04,6286.54,650.85
1105,5786.05,6293.05,650.99
1106,5786.06,6299.56,651.13
1107,5786.07,6306.08,651.27
1108,5786.08,6312.59,651.41
1109,5786.09,6319.1,651.55
1110,5786.1,6325.62,651.69
1111,5786.110000000001,6332.14,651.83
1112,5786.120000000001,6338.65,651.97
1113,5786.13,6345.17,652.1
1114,5786.14,6351.7,652.24
1115,5786.150000000001,6358.22,652.38
1116,5786.160000000001,6364.74,652.52
1117,5786.17,6371.27,652.66
1118,5786.18,6377.79,652.8
1119,5786.1900000000005,6384.32,652.94
1120,5786.2,6390.85,653.08
1121,5786.21,6397.38,653.22
1122,5786.22,6403.92,653.35
1123,5786.23,6410.45,653.49
1124,5786.24,6416.98,653.63
1125,5786.25,6423.52,653.77
1126,5786.26,6430.06,653.91
1127,5786.2699999999995,6436.6,654.05
1128,5786.28,6443.14,654.19
1129,5786.29,6449.68,654.33
1130,5786.3,6456.22,654.47
1131,5786.31,6462.77,654.6
1132,5786.320000000001,6469.31,654.74
1133,5786.33,6475.86,654.88
1134,5786.34,6482.41,655.02
1135,5786.35,6488.96,655.16
1136,5786.360000000001,6495.51,655.3
1137,5786.37,6502.06,655.44
1138,5786.38,6508.61,655.58
1139,5786.39,6515.17,655.72
1140,5786.4,6521.73,655.85
1141,5786.41,6528.28,655.99
1142,5786.42,6534.84,656.13
1143,5786.429999999999,6541.4,656.27
1144,5786.44,6547.97,656.41
1145,5786.45,6554.53,656.55
1146,5786.46,6561.09,656.69
1147,5786.469999999999,6567.66,656.83
1148,5786.48,6574.23,656.97
1149,5786.49,6580.8,657.1
1150,5786.5,6587.37,657.24
1151,5786.51,6593.94,657.38
1152,5786.52,6600.51,657.52
1153,5786.53,6607.08,657.66
1154,5786.54,6613.66,657.8
1155,5786.55,6620.24,657.94
1156,5786.56,6626.81,658.08
1157,5786.57,6633.39,658.22
1158,5786.58,6639.98,658.35
1159,5786.59,6646.56,658.49
1160,5786.6,6653.14,658.63
1161,5786.610000000001,6659.73,658.77
1162,5786.620000000001,6666.31,658.91
1163,5786.63,6672.9,659.05
1164,5786.64,6679.49,659.19
1165,5786.650000000001,6686.08,659.33
1166,5786.660000000001,6692.67,659.47
1167,5786.67,6699.27,659.6
1168,5786.68,6705.86,659.74
1169,5786.6900000000005,6712.46,659.88
1170,5786.7,6719.05,660.02
1171,5786.71,6725.65,660.16
1172,5786.72,6732.25,660.3
1173,5786.73,6738.85,660.44
1174,5786.74,6745.46,660.58
1175,5786.75,6752.06,660.72
1176,5786.76,6758.66,660.85
1177,5786.7699999999995,6765.27,660.99
1178,5786.78,6771.88,661.13
1179,5786.79,6778.49,661.27
1180,5786.8,6785.1,661.41
1181,5786.81,6791.71,661.55
1182,5786.820000000001,6798.33,661.69
1183,5786.83,6804.94,661.83
1184,5786.84,6811.56,661.97
1185,5786.85,6818.17,662.1
1186,5786.860000000001,6824.79,662.24
1187,5786.87,6831.41,662.38
1188,5786.88,6838.04,662.52
1189,5786.89,6844.66,662.66
1190,5786.9,6851.28,662.8
1191,5786.91,6857.91,662.94
1192,5786.92,6864.54,663.08
1193,5786.929999999999,6871.16,663.22
1194,5786.94,6877.79,663.35
1195,5786.95,6884.42,663.49
1196,5786.96,6891.06,663.63
1197,5786.969999999999,6897.69,663.77
1198,5786.98,6904.33,663.91
1199,5786.99,6910.96,664.05
1200,5787.0,6917.6,664.19
1201,5787.01,6924.24,664.32
1202,5787.02,6930.89,664.46
1203,5787.03,6937.53,664.6
1204,5787.04,6944.18,664.74
1205,5787.05,6950.83,664.87
1206,5787.06,6957.48,665.01
1207,5787.07,6964.13,665.15
1208,5787.08,6970.78,665.28
1209,5787.09,6977.43,665.42
1210,5787.1,6984.09,665.56
1211,5787.110000000001,6990.74,665.69
1212,5787.120000000001,6997.4,665.83
1213,5787.13,7004.06,665.97
1214,5787.14,7010.72,666.1
1215,5787.150000000001,7017.38,666.24
1216,5787.160000000001,7024.04,666.38
1217,5787.17,7030.71,666.51
1218,5787.18,7037.37,666.65
1219,5787.1900000000005,7044.04,666.79
1220,5787.2,7050.71,666.92
1221,5787.21,7057.37,667.06
1222,5787.22,7064.05,667.2
1223,5787.23,7070.72,667.33
1224,5787.24,7077.39,667.47
1225,5787.25,7084.07,667.61
1226,5787.26,7090.74,667.74
1227,5787.2699999999995,7097.42,667.88
1228,5787.28,7104.1,668.02
1229,5787.29,7110.78,668.15
1230,5787.3,7117.46,668.29
1231,5787.31,7124.14,668.43
1232,5787.320000000001,7130.83,668.56
1233,5787.33,7137.51,668.7
1234,5787.34,7144.2,668.84
1235,5787.35,7150.89,668.98
1236,5787.360000000001,7157.57,669.11
1237,5787.37,7164.27,669.25
1238,5787.38,7170.96,669.39
1239,5787.39,7177.65,669.52
1240,5787.4,7184.35,669.66
1241,5787.41,7191.04,669.8
1242,5787.42,7197.74,669.93
1243,5787.429999999999,7204.44,670.07
1244,5787.44,7211.14,670.21
1245,5787.45,7217.84,670.34
1246,5787.46,7224.54,670.48
1247,5787.469999999999,7231.25,670.62
1248,5787.48,7237.95,670.75
1249,5787.49,7244.66,670.89
1250,5787.5,7251.37,671.03
1251,5787.51,7258.08,671.16
1252,5787.52,7264.79,671.3
1253,5787.53,7271.5,671.44
1254,5787.54,7278.21,671.57
1255,5787.55,7284.93,671.71
1256,5787.56,7291.64,671.85
1257,5787.57,7298.36,671.98
1258,5787.58,7305.08,672.12
1259,5787.59,7311.8,672.26
1260,5787.6,7318.52,672.39
1261,5787.610000000001,7325.24,672.53
1262,5787.620000000001,7331.97,672.67
1263,5787.63,7338.69,672.8
1264,5787.64,7345.42,672.94
1265,5787.650000000001,7352.15,673.08
1266,5787.660000000001,7358.88,673.21
1267,5787.67,7365.61,673.35
1268,5787.68,7372.34,673.49
1269,5787.6900000000005,7379.07,673.63
1270,5787.7,7385.81,673.76
1271,5787.71,7392.54,673.9
1272,5787.72,7399.28,674.04
1273,5787.73,7406.02,674.17
1274,5787.74,7412.76,674.31
1275,5787.75,7419.5,674.45
1276,5787.76,7426.25,674.58
1277,5787.7699999999995,7432.99,674.72
1278,5787.78,7439.73,674.86
1279,5787.79,7446.48,674.99
1280,5787.8,7453.23,675.13
1281,5787.81,7459.98,675.27
1282,5787.820000000001,7466.73,675.4
1283,5787.83,7473.48,675.54
1284,5787.84,7480.24,675.68
1285,5787.85,7486.99,675.81
1286,5787.860000000001,7493.75,675.95
1287,5787.87,7500.5,676.09
1288,5787.88,7507.26,676.22
1289,5787.89,7514.02,676.36
1290,5787.9,7520.79,676.5
1291,5787.91,7527.55,676.63
1292,5787.92,7534.31,676.77
1293,5787.929999999999,7541.08,676.91
1294,5787.94,7547.84,677.04
1295,5787.95,7554.61,677.18
1296,5787.96,7561.38,677.32
1297,5787.969999999999,7568.15,677.45
1298,5787.98,7574.93,677.59
1299,5787.99,7581.7,677.73
1300,5788.0,7588.47,677.87
1301,5788.01,7595.25,678.01
1302,5788.02,7602.03,678.15
1303,5788.03,7608.82,678.29
1304,5788.04,7615.6,678.43
1305,5788.05,7622.39,678.57
1306,5788.06,7629.17,678.71
1307,5788.07,7635.96,678.85
1308,5788.08,7642.75,678.99
1309,5788.09,7649.54,679.13
1310,5788.1,7656.33,679.27
1311,5788.110000000001,7663.13,679.41
1312,5788.120000000001,7669.92,679.55
1313,5788.13,7676.72,679.69
1314,5788.14,7683.51,679.83
1315,5788.150000000001,7690.31,679.97
1316,5788.160000000001,7697.11,680.11
1317,5788.17,7703.92,680.25
1318,5788.18,7710.72,680.39
1319,5788.1900000000005,7717.52,680.53
1320,5788.2,7724.33,680.67
1321,5788.21,7731.14,680.81
1322,5788.22,7737.95,680.95
1323,5788.23,7744.76,681.09
1324,5788.24,7751.57,681.23
1325,5788.25,7758.38,681.37
1326,5788.26,7765.2,681.51
1327,5788.2699999999995,7772.01,681.65
1328,5788.28,7778.83,681.79
1329,5788.29,7785.65,681.93
1330,5788.3,7792.47,682.08
1331,5788.31,7799.29,682.22
1332,5788.320000000001,7806.12,682.36
1333,5788.33,7812.94,682.5
1334,5788.34,7819.77,682.64
1335,5788.35,7826.6,682.78
1336,5788.360000000001,7833.42,682.92
1337,5788.37,7840.25,683.06
1338,5788.38,7847.09,683.2
1339,5788.39,7853.92,683.34
1340,5788.4,7860.75,683.48
1341,5788.41,7867.59,683.62
1342,5788.42,7874.43,683.76
1343,5788.429999999999,7881.27,683.9
1344,5788.44,7888.11,684.04
1345,5788.45,7894.95,684.18
1346,5788.46,7901.79,684.32
1347,5788.469999999999,7908.64,684.46
1348,5788.48,7915.48,684.6
1349,5788.49,7922.33,684.74
1350,5788.5,7929.18,684.88
1351,5788.51,7936.03,685.02
1352,5788.52,7942.88,685.16
1353,5788.53,7949.73,685.3
1354,5788.54,7956.59,685.44
1355,5788.55,7963.44,685.58
1356,5788.56,7970.3,685.72
1357,5788.57,7977.16,685.86
1358,5788.58,7984.02,686.0
1359,5788.59,7990.88,686.14
1360,5788.6,7997.74,686.29
1361,5788.610000000001,8004.61,686.43
1362,5788.620000000001,8011.47,686.57
1363,5788.63,8018.34,686.71
1364,5788.64,8025.21,686.85
1365,5788.650000000001,8032.08,686.99
1366,5788.660000000001,8038.95,687.13
1367,5788.67,8045.82,687.27
1368,5788.68,8052.7,687.41
1369,5788.6900000000005,8059.57,687.55
1370,5788.7,8066.45,687.69
1371,5788.71,8073.33,687.83
1372,5788.72,8080.21,687.97
1373,5788.73,8087.09,688.11
1374,5788.74,8093.97,688.25
1375,5788.75,8100.86,688.39
1376,5788.76,8107.74,688.53
1377,5788.7699999999995,8114.63,688.67
1378,5788.78,8121.52,688.81
1379,5788.79,8128.41,688.95
1380,5788.8,8135.3,689.09
1381,5788.81,8142.19,689.23
1382,5788.820000000001,8149.09,689.37
1383,5788.83,8155.98,689.51
1384,5788.84,8162.88,689.65
1385,5788.85,8169.78,689.79
1386,5788.860000000001,8176.68,689.93
1387,5788.87,8183.58,690.07
1388,5788.88,8190.48,690.21
1389,5788.89,8197.39,690.35
1390,5788.9,8204.29,690.49
1391,5788.91,8211.2,690.64
1392,5788.92,8218.11,690.78
1393,5788.929999999999,8225.02,690.92
1394,5788.94,8231.93,691.06
1395,5788.95,8238.84,691.2
1396,5788.96,8245.76,691.34
1397,5788.969999999999,8252.67,691.48
1398,5788.98,8259.59,691.62
1399,5788.99,8266.51,691.76
1400,5789.0,8273.43,691.9
1401,5789.01,8280.34,692.03
1402,5789.02,8287.27,692.15
1403,5789.03,8294.19,692.28
1404,5789.04,8301.11,692.41
1405,5789.05,8308.04,692.53
1406,5789.06,8314.96,692.66
1407,5789.07,8321.89,692.79
1408,5789.08,8328.82,692.91
1409,5789.09,8335.75,693.04
1410,5789.1,8342.68,693.17
1411,5789.110000000001,8349.61,693.29
1412,5789.120000000001,8356.54,693.42
1413,5789.13,8363.48,693.55
1414,5789.14,8370.41,693.68
1415,5789.150000000001,8377.35,693.8
1416,5789.160000000001,8384.29,693.93
1417,5789.17,8391.23,694.06
1418,5789.18,8398.17,694.18
1419,5789.1900000000005,8405.11,694.31
1420,5789.2,8412.05,694.44
1421,5789.21,8419.0,694.56
1422,5789.22,8425.94,694.69
1423,5789.23,8432.89,694.82
1424,5789.24,8439.84,694.95
1425,5789.25,8446.79,695.07
1426,5789.26,8453.74,695.2
1427,5789.2699999999995,8460.69,695.33
1428,5789.28,8467.64,695.45
1429,5789.29,8474.6,695.58
1430,5789.3,8481.55,695.71
1431,5789.31,8488.51,695.83
1432,5789.320000000001,8495.47,695.96
1433,5789.33,8502.43,696.09
1434,5789.34,8509.39,696.22
1435,5789.35,8516.35,696.34
1436,5789.360000000001,8523.31,696.47
1437,5789.37,8530.28,696.6
1438,5789.38,8537.24,696.72
1439,5789.39,8544.21,696.85
1440,5789.4,8551.18,696.98
1441,5789.41,8558.15,697.1
1442,5789.42,8565.12,697.23
1443,5789.429999999999,8572.09,697.36
1444,5789.44,8579.06,697.49
1445,5789.45,8586.04,697.61
1446,5789.46,8593.01,697.74
1447,5789.469999999999,8599.99,697.87
1448,5789.48,8606.97,697.99
1449,5789.49,8613.94,698.12
1450,5789.5,8620.92,698.25
1451,5789.51,8627.91,698.37
1452,5789.52,8634.89,698.5
1453,5789.53,8641.87,698.63
1454,5789.54,8648.86,698.75
1455,5789.55,8655.85,698.88
1456,5789.56,8662.83,699.01
1457,5789.57,8669.82,699.14
1458,5789.58,8676.81,699.26
1459,5789.59,8683.8,699.39
1460,5789.6,8690.8,699.52
1461,5789.610000000001,8697.79,699.64
1462,5789.620000000001,8704.79,699.77
1463,5789.63,8711.78,699.9
1464,5789.64,8718.78,700.02
1465,5789.650000000001,8725.78,700.15
1466,5789.660000000001,8732.78,700.28
1467,5789.67,8739.78,700.41
1468,5789.68,8746.78,700.53
1469,5789.6900000000005,8753.79,700.66
1470,5789.7,8760.79,700.79
1471,5789.71,8767.8,700.91
1472,5789.72,8774.81,701.04
1473,5789.73,8781.82,701.17
1474,5789.74,8788.83,701.29
1475,5789.75,8795.84,701.42
1476,5789.76,8802.85,701.55
1477,5789.7699999999995,8809.86,701.68
1478,5789.78,8816.88,701.8
1479,5789.79,8823.9,701.93
1480,5789.8,8830.91,702.06
1481,5789.81,8837.93,702.18
1482,5789.820000000001,8844.95,702.31
1483,5789.83,8851.97,702.44
1484,5789.84,8859.0,702.56
1485,5789.85,8866.02,702.69
1486,5789.860000000001,8873.04,702.82
1487,5789.87,8880.07,702.95
1488,5789.88,8887.1,703.07
1489,5789.89,8894.13,703.2
1490,5789.9,8901.16,703.33
1491,5789.91,8908.19,703.45
1492,5789.92,8915.22,703.58
1493,5789.929999999999,8922.25,703.71
1494,5789.94,8929.29,703.83
1495,5789.95,8936.33,703.96
1496,5789.96,8943.36,704.09
1497,5789.969999999999,8950.4,704.21
1498,5789.98,8957.44,704.34
1499,5789.99,8964.48,704.47
1500,5790.0,8971.53,704.6
1501,5790.01,8978.57,704.73
1502,5790.02,8985.62,704.86
1503,5790.03,8992.67,704.99
1504,5790.04,8999.72,705.13
1505,5790.05,9006.77,705.26
1506,5790.06,9013.82,705.39
1507,5790.07,9020.88,705.52
1508,5790.08,9027.93,705.66
1509,5790.09,9034.99,705.79
1510,5790.1,9042.05,705.92
1511,5790.110000000001,9049.11,706.05
1512,5790.120000000001,9056.17,706.19
1513,5790.13,9063.23,706.32
1514,5790.14,9070.29,706.45
1515,5790.150000000001,9077.36,706.58
1516,5790.160000000001,9084.42,706.71
1517,5790.17,9091.49,706.85
1518,5790.18,9098.56,706.98
1519,5790.1900000000005,9105.63,707.11
1520,5790.2,9112.7,707.24
1521,5790.21,9119.77,707.38
1522,5790.22,9126.85,707.51
1523,5790.23,9133.92,707.64
1524,5790.24,9141.0,707.77
1525,5790.25,9148.07,707.91
1526,5790.26,9155.15,708.04
1527,5790.2699999999995,9162.23,708.17
1528,5790.28,9169.31,708.3
1529,5790.29,9176.4,708.44
1530,5790.3,9183.48,708.57
1531,5790.31,9190.56,708.7
1532,5790.320000000001,9197.65,708.83
1533,5790.33,9204.74,708.97
1534,5790.34,9211.83,709.1
1535,5790.35,9218.92,709.23
1536,5790.360000000001,9226.01,709.36
1537,5790.37,9233.1,709.5
1538,5790.38,9240.19,709.63
1539,5790.39,9247.29,709.76
1540,5790.4,9254.39,709.89
1541,5790.41,9261.48,710.03
1542,5790.42,9268.58,710.16
1543,5790.429999999999,9275.68,710.29
1544,5790.44,9282.78,710.42
1545,5790.45,9289.89,710.56
1546,5790.46,9296.99,710.69
1547,5790.469999999999,9304.1,710.82
1548,5790.48,9311.2,710.95
1549,5790.49,9318.31,711.08
1550,5790.5,9325.42,711.22
1551,5790.51,9332.53,711.35
1552,5790.52,9339.64,711.48
1553,5790.53,9346.75,711.61
1554,5790.54,9353.87,711.75
1555,5790.55,9360.98,711.88
1556,5790.56,9368.1,712.01
1557,5790.57,9375.22,712.14
